nome,cpf,idade,data,endereco,estado,pais,salario,nivel_educacao,numero_filhos,estado_civil,anos_experiencia,area_atuacao
Vitor Gabriel da Mata,581.396.427-46,65,13/08/1958,"Avenida Heitor Costela, 95
Palmares
00602078 da Luz de Minas / RR",Goiás,Brasil,4881.42,Ensino Médio,2,Casado,41,Educação
Isis Moura,193.867.402-22,61,18/07/1962,"Trevo de Barros, 862
Conjunto Floramar
05109-268 Martins Alegre / RN",Goiás,Brasil,10722.58,Ensino Médio,1,Solteiro,14,Indústria
Marcelo Aragão,052.193.468-06,63,31/12/1960,"Lagoa Costa, 314
São Francisco
91990573 Duarte de Santos / MS",Amazonas,Brasil,5186.99,Ensino Fundamental,1,Casado,37,Tecnologia
Sra. Isadora Rezende,183.970.264-87,53,07/01/1971,"Viaduto Correia, 312
Jardim Alvorada
35739198 Farias / ES",Bahia,Brasil,5582.76,Ensino Fundamental,1,Solteiro,28,Indústria
Alexia Nunes,826.391.047-13,29,24/07/1994,"Largo Maria Cecília Lima
Vila Nova Gameleira 3ª Seção
19606-353 Costela das Pedras / SE",Amapá,Brasil,7037.34,Ensino Médio,1,Divorciado,10,Indústria
Yasmin da Rosa,250.687.913-77,44,07/12/1979,"Feira Heloísa Lopes, 70
Delta
10468-683 da Rosa / RS",Mato Grosso do Sul,Brasil,9613.11,Ensino Médio,2,Casado,16,Comércio
Dra. Lorena Nogueira,361.940.285-05,33,15/09/1990,"Quadra Evelyn Ramos, 800
Vila Paquetá
65176-137 Sales / RR",Pernambuco,Brasil,10611.48,Ensino Médio,0,Solteiro,11,Tecnologia
Marina Costela,936.178.245-28,27,26/12/1996,"Via de Rezende, 60
Providencia
94759582 Silveira / CE",São Paulo,Brasil,3466.91,Ensino Fundamental,2,Casado,4,Indústria
Ana Clara Cunha,176.583.092-30,27,30/08/1996,"Aeroporto Vieira
São Lucas
65437645 Pereira / PB",Rio de Janeiro,Brasil,2612.97,Ensino Fundamental,1,Casado,1,Saúde
Caio Barbosa,897.314.256-91,41,02/01/1983,"Parque Silveira, 976
Minas Brasil
03646-023 Teixeira / SC",Alagoas,Brasil,6206.35,Ensino Superior,0,Casado,8,Comércio
Raquel Rocha,356.948.071-20,50,31/03/1974,"Residencial Dias, 26
Juliana
83709506 da Rocha / CE",Amazonas,Brasil,8217.12,Ensino Superior,3,Casado,19,Educação
Juan Pinto,832.406.975-56,41,14/02/1983,"Viela Diogo Rezende, 5
Alto Caiçaras
99392915 da Conceição / PE",Paraná,Brasil,8840.11,Ensino Superior,0,Casado,10,Comércio
Dra. Stephany da Mota,924.685.103-05,74,22/09/1949,"Trecho de Nunes
São Francisco Das Chagas
36812-607 Viana da Prata / PI",Paraná,Brasil,6799.3,Ensino Médio,0,Casado,9,Educação
Murilo da Luz,674.389.120-78,54,25/01/1970,"Trevo Luiz Otávio Gomes, 776
Alto Das Antenas
56887-561 Pires / PI",Mato Grosso do Sul,Brasil,6167.77,Ensino Médio,1,Solteiro,23,Saúde
Dr. Marcelo Castro,598.426.710-11,46,03/10/1977,"Via de Barros, 27
Santa Cecilia
24214-577 Farias das Pedras / MS",Mato Grosso do Sul,Brasil,8703.42,Ensino Superior,0,Casado,14,Educação
Luiz Fernando Lima,078.391.425-32,37,16/07/1986,"Estrada Cardoso, 21
Aguas Claras
23475639 Silveira Grande / PR",Santa Catarina,Brasil,3441.67,Ensino Fundamental,3,Casado,0,Saúde
Clara Moura,926.174.503-25,57,26/11/1966,"Jardim Ana Laura Novaes, 7
Vitoria
88274909 Rezende / PR",Mato Grosso,Brasil,8801.28,Ensino Superior,0,Divorciado,33,Saúde
Olivia Barbosa,528.734.019-23,41,27/09/1982,"Estação Ana Luiza Oliveira, 788
João Alfredo
54771-240 Nascimento das Pedras / SE",Amazonas,Brasil,7569.54,Ensino Médio,3,Casado,14,Comércio
Lara Fernandes,246.807.935-38,56,09/09/1967,"Praia de da Mata, 82
Indaiá
15162-680 Teixeira da Praia / PR",Distrito Federal,Brasil,10987.69,Ensino Médio,0,Casado,19,Saúde
Júlia da Cunha,187.450.293-50,29,05/10/1994,"Rua de da Rocha, 149
Vila Dos Anjos
11669-836 Pires do Oeste / TO",Paraná,Brasil,3389.73,Ensino Fundamental,1,Solteiro,4,Comércio
Dra. Ana Julia Porto,035.964.187-39,43,18/06/1980,"Jardim de Moraes
Barão Homem De Melo 2ª Seção
62959262 Silveira / GO",Rondônia,Brasil,3091.05,Ensino Médio,0,Solteiro,11,Comércio
Sra. Lorena Moura,240.931.567-43,26,01/11/1997,"Fazenda Rafaela Correia, 8
Nova Granada
57564266 da Cruz / RN",Maranhão,Brasil,7010.71,Ensino Médio,0,Casado,7,Saúde
Dra. Fernanda da Costa,280.915.764-20,44,24/08/1979,"Chácara Souza, 43
Camponesa 2ª Seção
57745-762 Moraes das Pedras / BA",Paraná,Brasil,7127.92,Ensino Médio,0,Solteiro,22,Educação
Levi Martins,492.517.830-04,19,09/05/2004,"Praça Carvalho, 8
Garças
05365951 Monteiro / DF",Maranhão,Brasil,3633.32,Ensino Fundamental,0,Solteiro,1,Comércio
Sra. Maria Fernanda Alves,124.083.975-88,23,05/03/2001,"Trecho de Freitas, 6
São Luiz
27145505 Farias / PB",Piauí,Brasil,5233.03,Pós-graduação,3,Casado,1,Educação
Pedro Costela,821.973.456-64,22,15/12/2001,"Praia de Correia
Mirtes
21698-967 Fernandes de Minas / RR",Tocantins,Brasil,11292.48,Pós-graduação,1,Solteiro,1,Saúde
Nathan Oliveira,259.134.076-52,29,15/09/1994,"Núcleo Teixeira
Penha
34235-948 da Cunha / RN",Pará,Brasil,2657.46,Ensino Médio,3,Casado,0,Comércio
Dr. Francisco Ramos,940.658.723-83,20,06/06/2003,"Ladeira Cardoso, 61
Belmonte
59924-920 Fogaça / MT",Pernambuco,Brasil,5214.48,Pós-graduação,0,Casado,1,Comércio
Lucca Nunes,961.085.473-75,39,03/05/1984,"Passarela Milena da Rocha
São Gabriel
58635094 Moraes / PB",Bahia,Brasil,7188.52,Ensino Médio,0,Solteiro,16,Educação
Heloísa Melo,849.035.762-56,25,05/05/1998,"Chácara Giovanna Monteiro, 377
Sagrada Família
48617643 Pereira de Melo / PB",Rondônia,Brasil,3203.69,Ensino Médio,1,Casado,0,Comércio
Davi Lucas Oliveira,035.972.461-25,19,03/08/2004,"Trevo da Conceição, 41
Venda Nova
77031-696 da Cunha / GO",Paraná,Brasil,7731.75,Ensino Superior,1,Casado,1,Tecnologia
Lavínia Lima,034.978.526-00,48,01/10/1975,"Praia Larissa Campos, 117
Tupi A
68694-415 Fernandes do Campo / AP",Bahia,Brasil,3250.18,Ensino Médio,0,Casado,2,Indústria
Gabriela Pinto,843.156.729-55,41,01/12/1982,"Núcleo Ramos, 6
Santo Antônio
41982-869 Monteiro do Norte / SC",Amapá,Brasil,5787.46,Ensino Médio,0,Divorciado,3,Comércio
Sr. Alexandre Rezende,275.604.918-20,52,06/03/1972,"Pátio Luiz Fernando Vieira, 9
Nazare
20846-737 Moraes de Ferreira / RO",Acre,Brasil,9072.24,Ensino Médio,1,Casado,4,Tecnologia
Nathan Moura,648.350.297-47,35,08/02/1989,"Área Otávio Araújo, 55
Garças
96036-927 Silva da Serra / PR",São Paulo,Brasil,11571.57,Ensino Superior,2,Casado,17,Saúde
Kamilly Santos,409.173.256-99,52,19/08/1971,"Conjunto Evelyn Cunha
Engenho Nogueira
84524427 Cunha do Oeste / PA",Amapá,Brasil,8770.57,Ensino Médio,0,Casado,4,Saúde
Isis Gomes,015.469.278-67,31,30/03/1993,"Viaduto Moura
Conjunto Lagoa
01164520 Moraes de Ramos / PB",Rio Grande do Norte,Brasil,3546.82,Ensino Médio,1,Solteiro,9,Comércio
Brenda Costela,658.743.019-84,26,18/01/1998,"Vale de Fogaça, 53
Aparecida 7ª Seção
21122-857 Dias / AC",Rondônia,Brasil,3904.31,Ensino Fundamental,1,Casado,1,Comércio
Maria Sophia Peixoto,732.156.049-06,46,04/03/1978,"Setor de da Rosa
Lagoinha
85304-576 Ribeiro Verde / MG",Amapá,Brasil,12364.95,Ensino Médio,2,Casado,23,Saúde
Isabel da Luz,679.084.253-56,20,24/10/2003,"Morro Davi Cavalcanti, 57
Vila Independencia 1ª Seção
36844658 Carvalho / SP",São Paulo,Brasil,3580.48,Ensino Médio,4,Casado,2,Comércio
Enzo Ferreira,402.769.315-99,41,18/06/1982,"Lagoa Ribeiro, 6
Xangri-Lá
99845618 Mendes de Rodrigues / AM",Tocantins,Brasil,,Ensino Fundamental,1,Casado,17,Tecnologia
Clara Nogueira,056.123.987-86,26,03/02/1998,"Morro de Rodrigues, 55
Vila Suzana Segunda Seção
39919-518 Araújo de Moreira / AC",Rio de Janeiro,Brasil,7347.8,Ensino Superior,1,Solteiro,8,Comércio
Ana Clara Porto,967.125.843-37,62,05/03/1962,"Viaduto da Luz, 3
Vila Paquetá
89329986 Vieira Paulista / RN",Distrito Federal,Brasil,6324.89,Ensino Fundamental,0,Solteiro,38,Saúde
Sr. Pedro Miguel Aragão,763.498.502-38,43,22/11/1980,"Lagoa Ian da Conceição, 40
Prado
57692-104 Costela / RR",Santa Catarina,Brasil,14175.44,Ensino Superior,4,Casado,19,Indústria
Larissa Gomes,213.504.896-89,52,02/04/1972,"Travessa Daniela Castro, 59
Cidade Nova
74220-921 Novaes / SP",Piauí,Brasil,5319.41,Ensino Médio,0,Casado,19,Comércio
Marcos Vinicius Nogueira,349.518.276-46,27,09/02/1997,"Alameda Fogaça, 64
Pirineus
94641-089 Moreira de Minas / MG",Pará,Brasil,4358.61,Ensino Superior,1,Divorciado,3,Saúde
André Araújo,586.127.349-91,22,16/09/2001,"Vila da Cruz, 7
Nova Granada
01830325 Ramos de Cardoso / PA",Espírito Santo,Brasil,2367.17,Ensino Médio,0,Viúvo,1,Comércio
Ana Laura Moura,263.048.759-83,39,23/01/1985,"Setor Vieira, 43
Maria Goretti
77324-222 Jesus / TO",Goiás,Brasil,1959.1,Ensino Fundamental,0,Solteiro,10,Educação
Catarina da Rosa,821.704.536-44,21,27/02/2003,"Pátio Rocha, 55
Barão Homem De Melo 2ª Seção
18542-495 Novaes do Oeste / PI",Santa Catarina,Brasil,2367.28,Ensino Fundamental,0,Casado,2,Saúde
Mariana Cavalcanti,476.932.085-00,23,16/04/2000,"Lago de da Rosa, 83
Jatobá
98665343 Castro / MS",Maranhão,Brasil,7301.03,Ensino Médio,2,Casado,4,Saúde
Dr. Felipe Carvalho,287.356.910-77,39,21/07/1984,"Conjunto Ferreira, 14
Camponesa 1ª Seção
82627388 da Mata / RR",Ceará,Brasil,6417.59,Ensino Médio,1,Solteiro,18,Indústria
Srta. Maitê da Mota,513.496.728-82,34,12/08/1989,"Conjunto Luiz Otávio Oliveira
Vila Vista Alegre
87467274 Azevedo / GO",Paraná,Brasil,5436.44,Ensino Superior,0,Casado,15,Indústria
Isabel das Neves,687.145.302-44,33,23/02/1991,"Núcleo de Cavalcanti, 75
Vila Nova Cachoeirinha 1ª Seção
15424323 Martins da Prata / DF",Roraima,Brasil,4513.33,Ensino Médio,1,Casado,10,Indústria
Sra. Maria Fernanda Azevedo,395.148.207-97,55,20/06/1968,"Viaduto de Correia, 265
Conjunto Jardim Filadélfia
86134970 Castro / GO",,Brasil,5735.47,Ensino Fundamental,2,Solteiro,23,Tecnologia
Carlos Eduardo da Mata,164.572.890-02,18,05/01/2006,"Trevo Luiza Jesus
Vila Tirol
52362-887 Fogaça / RJ",Amapá,Brasil,13897.43,Pós-graduação,1,Casado,0,Tecnologia
Laura Nascimento,623.451.079-52,42,21/05/1981,"Praça Lorena Nunes, 122
Tiradentes
53539-607 Cunha / ES",Mato Grosso do Sul,Brasil,4281.32,Ensino Médio,1,Solteiro,8,Comércio
Fernando Correia,790.643.582-65,39,16/03/1985,"Distrito Eloah das Neves, 84
Ribeiro De Abreu
39960-095 da Costa Verde / RJ",Alagoas,Brasil,7541.95,Ensino Superior,3,Solteiro,12,Saúde
Ana Ferreira,943.206.857-92,23,15/08/2000,"Esplanada Costa, 5
Piratininga
77111081 Castro / ES",Pernambuco,Brasil,,Pós-graduação,1,Casado,0,Educação
Dra. Cecília Correia,276.351.098-12,48,27/07/1975,"Passarela Lorena Rezende, 121
Cardoso
06018804 Peixoto / PI",Acre,Brasil,7423.27,Ensino Médio,1,Casado,5,Indústria
Larissa Cunha,769.583.241-37,40,24/07/1983,"Viela de Caldeira
Novo Das Industrias
27982-849 Barbosa / RJ",São Paulo,Brasil,4323.48,Ensino Médio,0,Solteiro,11,Tecnologia
Gabriel Teixeira,428.160.935-06,28,17/07/1995,"Quadra de Ramos, 354
Pirineus
20621233 Vieira Grande / MA",Distrito Federal,Brasil,7089.27,Ensino Médio,0,Casado,9,Indústria
Maysa Cardoso,289.354.170-41,71,07/10/1952,"Fazenda da Cunha, 58
Vila Paris
23753-667 Barros do Galho / MS",Goiás,Brasil,5815.36,Ensino Superior,1,Solteiro,34,Indústria
Catarina Peixoto,109.625.748-30,30,17/06/1993,"Lagoa Pedro Henrique Duarte
Jardim Guanabara
16016-805 Lima Verde / MS",Rio Grande do Norte,Brasil,,Ensino Superior,3,Casado,1,Educação
Lucas Gabriel Gonçalves,840.175.392-97,18,30/12/2005,"Parque de Sales, 293
Maria Virgínia
90299690 da Mota Alegre / ES",Goiás,Brasil,4859.82,Ensino Médio,1,Casado,0,Educação
Luna Dias,128.750.369-12,58,13/11/1965,"Condomínio Vitor Hugo Melo
Conjunto Paulo Vi
87076765 Fernandes do Norte / AP",Roraima,Brasil,3793.71,Ensino Fundamental,3,Casado,25,Comércio
Caroline Correia,417.385.209-60,39,13/08/1984,"Vila da Rosa, 521
Independência
07883737 Teixeira / CE",Acre,Brasil,7388.29,Ensino Superior,2,Casado,21,Saúde
Nicolas Cardoso,781.530.946-10,62,21/10/1961,"Largo de Almeida, 66
Marmiteiros
81229-724 Fogaça / CE",Roraima,Brasil,11872.66,Ensino Médio,2,Solteiro,12,Tecnologia
Cauã Porto,978.402.653-83,65,17/11/1958,"Vila de Campos, 4
Ribeiro De Abreu
27808-749 Pires de da Costa / MT",Santa Catarina,Brasil,6362.58,Ensino Médio,0,Solteiro,0,Comércio
Gustavo Moraes,276.958.134-19,39,09/02/1985,"Morro Lima
Inconfidência
58564-350 Moura de Pereira / AC",Amazonas,Brasil,7315.4,,1,,1,
Ryan Costa,832.617.904-31,53,06/09/1970,"Núcleo de Nunes, 74
Savassi
94018589 Souza / AL",Paraíba,Brasil,2696.23,Ensino Fundamental,0,Casado,26,Educação
Melissa Freitas,926.108.453-24,27,11/12/1996,"Quadra João Felipe Moraes, 4
São Pedro
77079361 Novaes Alegre / MT",Mato Grosso,Brasil,11627.6,Ensino Superior,0,Casado,8,Indústria
Vitor Gabriel das Neves,385.069.417-84,23,17/07/2000,"Distrito Luiz Felipe Ramos
Solimoes
53915-956 Peixoto Paulista / AP",Mato Grosso do Sul,Brasil,6202.45,Ensino Médio,1,Divorciado,0,Saúde
Vitor Cavalcanti,520.618.497-76,30,13/03/1994,"Esplanada Miguel Cunha, 962
Xodo-Marize
26741596 Peixoto / DF",Rio Grande do Norte,Brasil,5624.75,Ensino Médio,1,Casado,5,Educação
Marcos Vinicius Rezende,829.301.645-06,84,16/12/1939,"Praça Vitória Moreira, 286
Pantanal
90610-699 Barros / AM",São Paulo,Brasil,4692.22,Ensino Médio,2,Solteiro,0,Saúde
Giovanna Fogaça,865.739.021-30,60,22/04/1963,"Pátio Vitor Dias, 555
Marieta 1ª Seção
37523-096 Farias / MT",Espírito Santo,Brasil,3892.88,Ensino Médio,0,Casado,6,Educação
Maitê Dias,573.864.102-71,57,23/11/1966,"Jardim de Moreira, 47
Mirtes
29003-016 Monteiro / RJ",Mato Grosso do Sul,Brasil,4029.47,Ensino Fundamental,1,Divorciado,5,Saúde
Sabrina Rezende,819.430.652-33,27,16/05/1996,"Viaduto de da Luz, 97
Solimoes
30788-700 da Rosa do Amparo / RN",Paraná,Brasil,5300.59,Ensino Médio,1,Solteiro,2,Tecnologia
Carlos Eduardo da Conceição,549.360.827-83,22,05/05/2001,"Alameda Benício Rocha, 64
Vila São Francisco
67888914 Viana / RO",Mato Grosso,Brasil,6337.23,Ensino Superior,1,Casado,2,Saúde
Emanuella Jesus,593.782.640-00,23,17/07/2000,"Alameda de da Conceição
Vila Da Luz
37917309 Porto do Oeste / CE",Paraná,Brasil,2386.91,Ensino Fundamental,0,Solteiro,3,Comércio
Dra. Eduarda Cardoso,162.308.495-42,21,17/11/2002,"Quadra de Monteiro, 6
Outro
06518-679 da Cunha de Minas / AL",Santa Catarina,Brasil,4192.02,Ensino Superior,1,Solteiro,0,Tecnologia
Ana Júlia Pires,852.961.473-91,42,03/06/1981,"Vila da Luz, 26
Ventosa
96564-952 Azevedo / TO",São Paulo,Brasil,8138.24,Ensino Superior,0,Divorciado,1,Comércio
Pedro Lucas Silva,782.506.941-20,43,27/02/1981,"Condomínio Araújo, 1
Tupi B
07217-708 Ramos / TO",Maranhão,Brasil,7947.45,Ensino Médio,0,Casado,10,Educação
Maria Duarte,076.198.423-22,24,12/01/2000,"Avenida Moura, 91
Alta Tensão 1ª Seção
95375-262 Cavalcanti da Prata / PI",Paraná,Brasil,9367.7,Ensino Superior,2,Solteiro,0,Tecnologia
Vitor Gabriel Cavalcanti,619.254.803-05,43,17/10/1980,"Recanto de Melo, 82
Venda Nova
61447207 Farias / SP",Tocantins,Brasil,,Pós-graduação,0,Solteiro,18,Educação
Isis Novaes,037.425.819-88,62,08/07/1961,"Fazenda de Mendes, 3
Vila Fumec
41108222 Vieira / MG",Distrito Federal,Brasil,14461.81,Ensino Superior,0,Casado,20,Comércio
Srta. Lívia Fernandes,492.835.107-04,31,27/07/1992,"Vereda Araújo, 59
Vila Santa Monica 1ª Seção
99229-822 Caldeira de Silveira / PE",Amazonas,Brasil,6274.09,Ensino Médio,1,Casado,7,Comércio
Kevin Cunha,716.809.235-95,31,03/08/1992,"Vale da Rocha, 26
Vila Tirol
44837-264 Pinto / RJ",Paraíba,Brasil,,Pós-graduação,0,Casado,0,Indústria
Clara Viana,785.190.632-68,18,10/12/2005,"Campo Sophie das Neves, 64
Jardim São José
34381056 Teixeira da Prata / MG",Rondônia,Brasil,3523.13,Ensino Fundamental,1,Casado,0,Comércio
Ana Carolina Araújo,204.571.698-85,37,25/10/1986,"Núcleo Miguel Duarte, 101
São Jorge 1ª Seção
97199-761 Moura de Minas / RO",,Brasil,4759.42,Ensino Médio,0,Casado,1,Saúde
Elisa Campos,203.597.864-56,23,30/01/2001,"Praça Ana Laura Duarte, 84
Vila Da Paz
77047-013 Alves de Mendes / RR",Sergipe,Brasil,2499.17,Ensino Fundamental,1,Solteiro,0,Comércio
Nathan da Rocha,613.259.780-86,26,26/08/1997,"Praia Rafael Rezende, 817
Maravilha
75235420 Nogueira / MS",Sergipe,Brasil,4859.2,Ensino Fundamental,0,Solteiro,5,Saúde
Luiz Miguel das Neves,748.501.296-76,42,11/04/1982,"Praça de das Neves, 895
Satelite
64630-574 Duarte das Pedras / RJ",Minas Gerais,Brasil,1879.13,Ensino Fundamental,0,Casado,3,Educação
Sra. Clara Mendes,984.152.703-05,61,25/07/1962,"Jardim Ferreira, 652
Santa Helena
16024-553 Cavalcanti Paulista / PA",Maranhão,Brasil,5299.09,Ensino Médio,0,Casado,3,Comércio
Sra. Emanuella Cunha,736.921.458-37,32,17/01/1992,"Feira de da Luz
Vila Nova Cachoeirinha 2ª Seção
06774888 Nogueira / BA",Piauí,Brasil,3978.18,Ensino Médio,0,Casado,8,Saúde
Fernanda Pinto,134.860.927-31,46,21/02/1978,"Estrada da Cunha, 9
São Bento
92856-411 Oliveira / RN",Mato Grosso do Sul,Brasil,11284.38,Ensino Médio,0,Solteiro,25,Tecnologia
Anthony Moreira,835.104.729-50,36,30/03/1988,"Lagoa Benício Souza, 7
Taquaril
00101-868 Souza de Goiás / AC",Rondônia,Brasil,10290.32,Ensino Superior,1,Casado,14,Saúde
João Vitor Viana,046.192.873-69,28,21/03/1996,"Avenida Gonçalves, 954
Vila Califórnia
50955361 Fernandes Paulista / PI",Pernambuco,Brasil,5990.47,Ensino Médio,1,Casado,1,Educação
Dr. Daniel da Conceição,172.043.659-25,64,27/10/1959,"Morro Helena Pereira, 482
Cdi Jatoba
73146682 Dias das Pedras / RO",Rio Grande do Sul,Brasil,6633.48,Ensino Superior,1,Casado,28,Educação
Alana Cunha,964.253.870-92,46,27/03/1978,"Largo Giovanna Melo, 115
Guarani
47034-631 Ramos / PA",Bahia,Brasil,12640.97,Pós-graduação,0,Solteiro,23,Tecnologia
Nathan Araújo,256.397.184-55,33,19/05/1990,"Condomínio Nicolas Duarte, 31
Pindorama
80883-519 Fernandes do Oeste / RN",Amazonas,Brasil,4312.23,Ensino Médio,0,Solteiro,14,Indústria
Vitor Nogueira,312.650.479-52,42,30/10/1981,"Área Barros, 35
Vila Formosa
44996806 Almeida da Prata / RO",Espírito Santo,Brasil,5925.0,Ensino Médio,0,Casado,2,Comércio
Srta. Fernanda da Paz,492.075.618-67,18,21/09/2005,"Área Isabella Costela, 99
Senhor Dos Passos
67583616 Souza / MA",Amazonas,Brasil,3485.74,Ensino Superior,1,Casado,0,Educação
Sarah Silva,984.713.205-41,62,03/04/1962,"Largo Duarte, 39
Álvaro Camargos
52201916 Souza de Moura / MS",,Brasil,8985.54,Ensino Superior,5,Solteiro,17,Educação
Ana Lívia Alves,089.564.731-10,27,16/03/1997,"Vereda Agatha Moura, 982
Manacas
20161-909 Melo / RS",Alagoas,Brasil,7269.46,,1,,4,
Yuri Dias,391.276.085-30,32,19/05/1991,"Residencial Pedro Henrique da Cunha, 31
Jardim Leblon
81901-677 da Cruz / RN",Mato Grosso do Sul,Brasil,10707.89,Ensino Superior,2,Casado,5,Tecnologia
João Lucas Lima,618.904.527-85,39,03/07/1984,"Loteamento Laura Moreira, 66
São João
36740-840 Sales / RN",Paraná,Brasil,8973.07,Ensino Superior,0,Solteiro,3,Indústria
Dr. Samuel Nogueira,197.830.645-84,25,21/11/1998,"Quadra Gabrielly Peixoto, 660
Carmo
54232106 Pires / RN",Amazonas,Brasil,3813.92,Ensino Médio,1,Casado,3,Indústria
Elisa Carvalho,074.653.928-29,33,21/08/1990,"Pátio de Rodrigues, 13
Vila Batik
42291395 da Mata de Minas / PI",Amapá,Brasil,3521.36,Ensino Médio,3,Casado,0,Tecnologia
Dr. Davi Barros,026.914.357-25,54,07/10/1969,"Distrito Castro, 2
Madre Gertrudes
95998-201 Gomes do Campo / RR",Santa Catarina,Brasil,8347.36,Ensino Superior,3,Solteiro,11,Comércio
Agatha da Cunha,571.684.309-39,26,24/09/1997,"Alameda Miguel Correia, 87
Nova Esperança
69678-745 Ferreira / MG",,Brasil,3306.1,Ensino Médio,1,Solteiro,3,Comércio
Paulo Alves,863.240.591-89,55,07/05/1968,"Estrada Sophie da Luz, 2
Acaiaca
13384-096 Lopes / DF",Maranhão,Brasil,9266.98,Ensino Superior,0,Casado,15,Indústria
Sophie Gomes,154.392.807-23,23,14/12/2000,"Vale Juliana Cardoso, 34
Vila Batik
90200115 Moraes / RN",Distrito Federal,Brasil,5813.17,Ensino Superior,0,Solteiro,2,Comércio
Isabella Aragão,379.586.041-57,21,08/08/2002,"Pátio de Aragão, 4
Atila De Paiva
84967-595 das Neves Grande / GO",São Paulo,Brasil,3841.92,Ensino Médio,0,Casado,1,Educação
Murilo Moraes,592.346.017-34,36,12/09/1987,"Área Vitor Hugo Santos, 99
São Marcos
88474083 Novaes / DF",Paraná,Brasil,6929.56,Ensino Médio,1,Solteiro,5,Educação
Carolina Moreira,347.618.902-31,23,14/01/2001,"Via de da Mata, 1
Vila Nova Cachoeirinha 1ª Seção
13085448 da Mota / AP",Paraíba,Brasil,7607.01,Ensino Médio,2,Solteiro,5,Saúde
Theo Moura,461.305.782-53,53,15/02/1971,"Via de Duarte, 90
Lagoinha
79671-428 Nogueira dos Dourados / AM",Acre,Brasil,9493.27,Ensino Médio,0,Casado,25,Educação
Maria Alice Moura,931.784.056-66,49,26/02/1975,"Chácara Pietro Costa, 487
Santana Do Cafezal
83057618 Porto / MA",São Paulo,Brasil,16748.24,Ensino Superior,1,Casado,29,Saúde
Yuri Peixoto,365.298.740-38,33,12/03/1991,"Trevo Vieira
Nova Vista
89331-349 Fernandes do Campo / RR",Minas Gerais,Brasil,11553.36,Ensino Superior,2,Casado,12,Comércio
Daniela Cardoso,045.836.719-20,38,23/02/1986,"Rodovia de Souza, 16
Maravilha
71195870 Azevedo Verde / RS",Bahia,Brasil,6726.08,Ensino Médio,1,Divorciado,9,Educação
Vitor Gabriel Gonçalves,026.419.753-43,62,09/01/1962,"Conjunto de da Paz, 874
Ventosa
35738307 Rezende da Praia / PE",Pará,Brasil,9132.9,Ensino Médio,2,Solteiro,22,Saúde
Caio da Costa,154.082.769-02,40,17/05/1983,"Vale Monteiro, 11
Vila Tirol
66707-845 Silveira dos Dourados / SE",Rondônia,Brasil,4013.78,Ensino Médio,0,Casado,17,Educação
Enzo Viana,560.398.714-66,41,02/12/1982,"Pátio Luiz Otávio Silveira, 4
Vila Independencia 1ª Seção
98995-281 das Neves / RR",Bahia,Brasil,3342.46,Ensino Médio,1,Casado,1,Educação
Enrico Castro,648.572.931-37,40,13/08/1983,"Rodovia de Lopes, 56
Apolonia
43591097 Alves / RN",Paraná,Brasil,6161.36,Ensino Médio,2,Casado,19,Indústria
Isabelly Peixoto,901.374.562-80,35,29/08/1988,"Colônia Julia Ribeiro, 811
Conjunto Califórnia I
23354022 Martins / AC",Acre,Brasil,4461.64,Ensino Superior,1,Casado,8,Educação
Laís Barros,127.465.890-01,42,23/05/1981,"Área de Moura, 95
Serra Do Curral
73369-008 Jesus Paulista / RR",Santa Catarina,Brasil,,Ensino Médio,3,Casado,14,Comércio
Gabriela Gomes,563.097.281-21,47,23/07/1976,"Condomínio Mariana Cardoso, 40
Nossa Senhora Da Aparecida
26740758 Costa / PR",Goiás,Brasil,4547.82,Ensino Médio,1,Casado,17,Saúde
